vine,scion,rootstock,block,year,soluble_solids_content,titratable_acidity_gL,pH,berry_weight_g,yield_kg,cluster_number,pruning_weight_kg,yield_div_pruning_weight,early_1,late_1,early_2,late_2,early_3,late_3,early_4,late_4,early_5,late_5,early_6,late_6,early_7,late_7,early_8,late_8,outer_rings,cambium,total_width,relative_early_1,relative_late_1,relative_early_2,relative_late_2,relative_early_3,relative_late_3,relative_early_4,relative_late_4,relative_early_5,relative_late_5,relative_early_6,relative_late_6,relative_early_7,relative_late_7,relative_early_8,relative_late_8,relative_outer_rings,relative_cambium
Cab_039-16_3,Cab,039-16,3,1999,23.7,7.45,3.35,1.385,16.33333333,144.6666667,1.136666667,14.36950147,1.021586799,0.085380377,0.419415791,0.061596384,0.118299694,0.085395156,0.208996981,0.105567237,0.204758315,0.071342239,0.181090012,0.102448942,0.073161428,0.076335394,0.077664587,0.093484723,1.27381767,0.070953221,4.33129495,0.236017895,0.019722575,0.096838711,0.014220064,0.027330152,0.019657436,0.048249775,0.024335235,0.047333642,0.016465648,0.041787479,0.023601894,0.016885118,0.017589269,0.017949651,0.021572809,0.29406449,0.016378158
Cab_039-16_3,Cab,039-16,3,1996,22,8,3.29,1.13,11.76666667,81.33333333,3.766666667,3.123893805,1.021586799,0.085380377,0.419415791,0.061596384,0.118299694,0.085395156,0.208996981,0.105567237,0.204758315,0.071342239,0.181090012,0.102448942,0.073161428,0.076335394,0.077664587,0.093484723,1.27381767,0.070953221,4.33129495,0.236017895,0.019722575,0.096838711,0.014220064,0.027330152,0.019657436,0.048249775,0.024335235,0.047333642,0.016465648,0.041787479,0.023601894,0.016885118,0.017589269,0.017949651,0.021572809,0.29406449,0.016378158
Cab_039-16_3,Cab,039-16,3,1998,22,9.9,3.3,1.12,7.833333333,72,1.633333333,4.795918367,1.021586799,0.085380377,0.419415791,0.061596384,0.118299694,0.085395156,0.208996981,0.105567237,0.204758315,0.071342239,0.181090012,0.102448942,0.073161428,0.076335394,0.077664587,0.093484723,1.27381767,0.070953221,4.33129495,0.236017895,0.019722575,0.096838711,0.014220064,0.027330152,0.019657436,0.048249775,0.024335235,0.047333642,0.016465648,0.041787479,0.023601894,0.016885118,0.017589269,0.017949651,0.021572809,0.29406449,0.016378158
Cab_039-16_3,Cab,039-16,3,1997,21,6.8,3.49,1.3,16.33333333,100.6666667,1.866666667,8.75,1.021586799,0.085380377,0.419415791,0.061596384,0.118299694,0.085395156,0.208996981,0.105567237,0.204758315,0.071342239,0.181090012,0.102448942,0.073161428,0.076335394,0.077664587,0.093484723,1.27381767,0.070953221,4.33129495,0.236017895,0.019722575,0.096838711,0.014220064,0.027330152,0.019657436,0.048249775,0.024335235,0.047333642,0.016465648,0.041787479,0.023601894,0.016885118,0.017589269,0.017949651,0.021572809,0.29406449,0.016378158
Cab_039-16_4,Cab,039-16,4,1995,22,7.1,3.47,1.25,15.33333333,118,1.2,12.77777778,1.090769164,0.057170808,0.418218599,0.064500264,0.1100347,0.073414047,0.154322522,0.064496402,0.1270513,0.066005912,0.141533402,0.066707995,0.086423354,0.057726878,0.044622491,0.058025249,1.78929709,0.056737413,4.52705759,0.240936282,0.012537809,0.092332121,0.014235854,0.02411726,0.016169942,0.034035657,0.014320782,0.027990731,0.014708909,0.03130439,0.014724412,0.019163732,0.012754289,0.009973833,0.012852641,0.395299381,0.012541975
Cab_039-16_4,Cab,039-16,4,1996,21.8,7.7,3.38,1.18,8.5,69.66666667,3.166666667,2.684210526,1.090769164,0.057170808,0.418218599,0.064500264,0.1100347,0.073414047,0.154322522,0.064496402,0.1270513,0.066005912,0.141533402,0.066707995,0.086423354,0.057726878,0.044622491,0.058025249,1.78929709,0.056737413,4.52705759,0.240936282,0.012537809,0.092332121,0.014235854,0.02411726,0.016169942,0.034035657,0.014320782,0.027990731,0.014708909,0.03130439,0.014724412,0.019163732,0.012754289,0.009973833,0.012852641,0.395299381,0.012541975
Cab_039-16_4,Cab,039-16,4,1999,22.7,7.55,3.42,1.03,7.4,92,1.266666667,5.842105263,1.090769164,0.057170808,0.418218599,0.064500264,0.1100347,0.073414047,0.154322522,0.064496402,0.1270513,0.066005912,0.141533402,0.066707995,0.086423354,0.057726878,0.044622491,0.058025249,1.78929709,0.056737413,4.52705759,0.240936282,0.012537809,0.092332121,0.014235854,0.02411726,0.016169942,0.034035657,0.014320782,0.027990731,0.014708909,0.03130439,0.014724412,0.019163732,0.012754289,0.009973833,0.012852641,0.395299381,0.012541975
Cab_039-16_4,Cab,039-16,4,1997,19.8,7.2,3.53,1.19,15,98,1.666666667,9,1.090769164,0.057170808,0.418218599,0.064500264,0.1100347,0.073414047,0.154322522,0.064496402,0.1270513,0.066005912,0.141533402,0.066707995,0.086423354,0.057726878,0.044622491,0.058025249,1.78929709,0.056737413,4.52705759,0.240936282,0.012537809,0.092332121,0.014235854,0.02411726,0.016169942,0.034035657,0.014320782,0.027990731,0.014708909,0.03130439,0.014724412,0.019163732,0.012754289,0.009973833,0.012852641,0.395299381,0.012541975
Cab_039-16_4,Cab,039-16,4,1998,22,9.6,3.51,1.27,5.466666667,65,1.566666667,3.489361702,1.090769164,0.057170808,0.418218599,0.064500264,0.1100347,0.073414047,0.154322522,0.064496402,0.1270513,0.066005912,0.141533402,0.066707995,0.086423354,0.057726878,0.044622491,0.058025249,1.78929709,0.056737413,4.52705759,0.240936282,0.012537809,0.092332121,0.014235854,0.02411726,0.016169942,0.034035657,0.014320782,0.027990731,0.014708909,0.03130439,0.014724412,0.019163732,0.012754289,0.009973833,0.012852641,0.395299381,0.012541975
Cab_101-14 MGT_1,Cab,101-14 MGT,1,1997,22,6.8,3.38,1.49,14.33333333,115,0.933333333,15.35714286,0.793417308,0.079382522,0.487623133,0.062140768,0.093399668,0.093620529,0.19920673,0.091956435,0.210467105,0.101595394,0.282847065,0.085502335,0.196722499,0.081607877,0.082250773,0.105575493,1.439815478,0.057273679,4.54440479,0.174139611,0.017190472,0.107265256,0.013655608,0.02071029,0.020374559,0.043962184,0.020310135,0.046834533,0.022137937,0.062857096,0.018934456,0.043390082,0.018047656,0.01802055,0.02326532,0.316271388,0.012632865
Cab_101-14 MGT_1,Cab,101-14 MGT,1,1995,23,7.2,3.31,1.2,12.66666667,116.6666667,0.576666667,21.96531792,0.793417308,0.079382522,0.487623133,0.062140768,0.093399668,0.093620529,0.19920673,0.091956435,0.210467105,0.101595394,0.282847065,0.085502335,0.196722499,0.081607877,0.082250773,0.105575493,1.439815478,0.057273679,4.54440479,0.174139611,0.017190472,0.107265256,0.013655608,0.02071029,0.020374559,0.043962184,0.020310135,0.046834533,0.022137937,0.062857096,0.018934456,0.043390082,0.018047656,0.01802055,0.02326532,0.316271388,0.012632865
Cab_101-14 MGT_1,Cab,101-14 MGT,1,1998,23,10.4,3.08,0.98,7.1,65.33333333,0.946666667,7.5,0.793417308,0.079382522,0.487623133,0.062140768,0.093399668,0.093620529,0.19920673,0.091956435,0.210467105,0.101595394,0.282847065,0.085502335,0.196722499,0.081607877,0.082250773,0.105575493,1.439815478,0.057273679,4.54440479,0.174139611,0.017190472,0.107265256,0.013655608,0.02071029,0.020374559,0.043962184,0.020310135,0.046834533,0.022137937,0.062857096,0.018934456,0.043390082,0.018047656,0.01802055,0.02326532,0.316271388,0.012632865
Cab_101-14 MGT_1,Cab,101-14 MGT,1,1996,22.8,8.3,3.22,1.13,8.033333333,70,1.5,5.355555556,0.793417308,0.079382522,0.487623133,0.062140768,0.093399668,0.093620529,0.19920673,0.091956435,0.210467105,0.101595394,0.282847065,0.085502335,0.196722499,0.081607877,0.082250773,0.105575493,1.439815478,0.057273679,4.54440479,0.174139611,0.017190472,0.107265256,0.013655608,0.02071029,0.020374559,0.043962184,0.020310135,0.046834533,0.022137937,0.062857096,0.018934456,0.043390082,0.018047656,0.01802055,0.02326532,0.316271388,0.012632865
Cab_101-14 MGT_1,Cab,101-14 MGT,1,1999,23,8,3.31,1.23,13.66666667,133.3333333,0.68,20.09803922,0.793417308,0.079382522,0.487623133,0.062140768,0.093399668,0.093620529,0.19920673,0.091956435,0.210467105,0.101595394,0.282847065,0.085502335,0.196722499,0.081607877,0.082250773,0.105575493,1.439815478,0.057273679,4.54440479,0.174139611,0.017190472,0.107265256,0.013655608,0.02071029,0.020374559,0.043962184,0.020310135,0.046834533,0.022137937,0.062857096,0.018934456,0.043390082,0.018047656,0.01802055,0.02326532,0.316271388,0.012632865
Cab_101-14 MGT_2,Cab,101-14 MGT,2,1999,22.5,6,3.5,0.989,13,117.3333333,0.64,20.3125,0.769202727,0.068888734,0.426268909,0.056173386,0.103969747,0.100084899,0.099675398,0.067446395,0.103615749,0.067521292,0.074803445,0.080548152,0.056514524,0.076308705,0.038708851,0.052600801,1.050241658,0.062382351,3.354955722,0.230566478,0.020752569,0.127959803,0.016683764,0.030814229,0.029677507,0.029816683,0.020056714,0.030809793,0.020134348,0.022314288,0.024202604,0.016963959,0.023043375,0.011576858,0.015670465,0.31068519,0.018271374
Cab_101-14 MGT_2,Cab,101-14 MGT,2,1995,23,6.6,3.45,1.39,15.33333333,107,0.796666667,19.24686192,0.769202727,0.068888734,0.426268909,0.056173386,0.103969747,0.100084899,0.099675398,0.067446395,0.103615749,0.067521292,0.074803445,0.080548152,0.056514524,0.076308705,0.038708851,0.052600801,1.050241658,0.062382351,3.354955722,0.230566478,0.020752569,0.127959803,0.016683764,0.030814229,0.029677507,0.029816683,0.020056714,0.030809793,0.020134348,0.022314288,0.024202604,0.016963959,0.023043375,0.011576858,0.015670465,0.31068519,0.018271374
Cab_101-14 MGT_2,Cab,101-14 MGT,2,1996,23.4,7,3.34,1.27,11.73333333,81,1.533333333,7.652173913,0.769202727,0.068888734,0.426268909,0.056173386,0.103969747,0.100084899,0.099675398,0.067446395,0.103615749,0.067521292,0.074803445,0.080548152,0.056514524,0.076308705,0.038708851,0.052600801,1.050241658,0.062382351,3.354955722,0.230566478,0.020752569,0.127959803,0.016683764,0.030814229,0.029677507,0.029816683,0.020056714,0.030809793,0.020134348,0.022314288,0.024202604,0.016963959,0.023043375,0.011576858,0.015670465,0.31068519,0.018271374
Cab_101-14 MGT_2,Cab,101-14 MGT,2,1998,23,6,3.57,1.31,7.9,63,0.78,10.12820513,0.769202727,0.068888734,0.426268909,0.056173386,0.103969747,0.100084899,0.099675398,0.067446395,0.103615749,0.067521292,0.074803445,0.080548152,0.056514524,0.076308705,0.038708851,0.052600801,1.050241658,0.062382351,3.354955722,0.230566478,0.020752569,0.127959803,0.016683764,0.030814229,0.029677507,0.029816683,0.020056714,0.030809793,0.020134348,0.022314288,0.024202604,0.016963959,0.023043375,0.011576858,0.015670465,0.31068519,0.018271374
Cab_101-14 MGT_2,Cab,101-14 MGT,2,1997,22,6.6,3.42,1.33,16,113.3333333,0.753333333,21.23893805,0.769202727,0.068888734,0.426268909,0.056173386,0.103969747,0.100084899,0.099675398,0.067446395,0.103615749,0.067521292,0.074803445,0.080548152,0.056514524,0.076308705,0.038708851,0.052600801,1.050241658,0.062382351,3.354955722,0.230566478,0.020752569,0.127959803,0.016683764,0.030814229,0.029677507,0.029816683,0.020056714,0.030809793,0.020134348,0.022314288,0.024202604,0.016963959,0.023043375,0.011576858,0.015670465,0.31068519,0.018271374
Cab_101-14 MGT_3,Cab,101-14 MGT,3,1999,23.3,6.35,3.38,1.144,13.66666667,110,1.266666667,10.78947368,1.011832349,0.0772544,0.42769368,0.067509291,0.132168413,0.087409112,0.135943539,0.088224408,0.126663126,0.072586437,0.162766635,0.073365468,0.080196165,0.080108105,0.09251621,0.105093199,1.60850494,0.075824035,4.505659512,0.224868274,0.016912541,0.095659326,0.014707677,0.029304067,0.019249498,0.030118723,0.019430686,0.028213188,0.015923338,0.036407401,0.015963149,0.017870131,0.017672542,0.020674681,0.023510084,0.356694801,0.016819893
Cab_101-14 MGT_3,Cab,101-14 MGT,3,1996,22.6,7.4,3.38,1.17,8.166666667,67.66666667,3.333333333,2.45,1.011832349,0.0772544,0.42769368,0.067509291,0.132168413,0.087409112,0.135943539,0.088224408,0.126663126,0.072586437,0.162766635,0.073365468,0.080196165,0.080108105,0.09251621,0.105093199,1.60850494,0.075824035,4.505659512,0.224868274,0.016912541,0.095659326,0.014707677,0.029304067,0.019249498,0.030118723,0.019430686,0.028213188,0.015923338,0.036407401,0.015963149,0.017870131,0.017672542,0.020674681,0.023510084,0.356694801,0.016819893
Cab_101-14 MGT_3,Cab,101-14 MGT,3,1995,23.8,7,3.48,1.17,14.66666667,107.3333333,1.1,13.33333333,1.011832349,0.0772544,0.42769368,0.067509291,0.132168413,0.087409112,0.135943539,0.088224408,0.126663126,0.072586437,0.162766635,0.073365468,0.080196165,0.080108105,0.09251621,0.105093199,1.60850494,0.075824035,4.505659512,0.224868274,0.016912541,0.095659326,0.014707677,0.029304067,0.019249498,0.030118723,0.019430686,0.028213188,0.015923338,0.036407401,0.015963149,0.017870131,0.017672542,0.020674681,0.023510084,0.356694801,0.016819893
Cab_101-14 MGT_3,Cab,101-14 MGT,3,1997,22.6,6.3,3.6,1.25,18,125.3333333,1.6,11.25,1.011832349,0.0772544,0.42769368,0.067509291,0.132168413,0.087409112,0.135943539,0.088224408,0.126663126,0.072586437,0.162766635,0.073365468,0.080196165,0.080108105,0.09251621,0.105093199,1.60850494,0.075824035,4.505659512,0.224868274,0.016912541,0.095659326,0.014707677,0.029304067,0.019249498,0.030118723,0.019430686,0.028213188,0.015923338,0.036407401,0.015963149,0.017870131,0.017672542,0.020674681,0.023510084,0.356694801,0.016819893
Cab_101-14 MGT_3,Cab,101-14 MGT,3,1998,23.3,7.85,3.34,0.97,10.46666667,79.33333333,1.533333333,6.826086957,1.011832349,0.0772544,0.42769368,0.067509291,0.132168413,0.087409112,0.135943539,0.088224408,0.126663126,0.072586437,0.162766635,0.073365468,0.080196165,0.080108105,0.09251621,0.105093199,1.60850494,0.075824035,4.505659512,0.224868274,0.016912541,0.095659326,0.014707677,0.029304067,0.019249498,0.030118723,0.019430686,0.028213188,0.015923338,0.036407401,0.015963149,0.017870131,0.017672542,0.020674681,0.023510084,0.356694801,0.016819893
Cab_101-14 MGT_4,Cab,101-14 MGT,4,1999,23,6,3.57,1.343,12.33333333,129.6666667,1.333333333,9.25,0.952124489,0.060589659,0.391345057,0.083856727,0.156813221,0.104443048,0.16692433,0.075515676,0.155391477,0.060807664,0.108100888,0.07907053,0.054334942,0.062332707,0.062831871,0.07039735,1.352358068,0.066332393,4.063570097,0.238874486,0.015126999,0.09533489,0.020928649,0.036044573,0.026513452,0.041213481,0.018934993,0.037870794,0.015187473,0.02706019,0.020212216,0.013041351,0.015754668,0.014575035,0.017542576,0.329078827,0.016705347
Cab_101-14 MGT_4,Cab,101-14 MGT,4,1995,22.4,7.2,3.53,1.16,12.33333333,111.3333333,1.266666667,9.736842105,0.952124489,0.060589659,0.391345057,0.083856727,0.156813221,0.104443048,0.16692433,0.075515676,0.155391477,0.060807664,0.108100888,0.07907053,0.054334942,0.062332707,0.062831871,0.07039735,1.352358068,0.066332393,4.063570097,0.238874486,0.015126999,0.09533489,0.020928649,0.036044573,0.026513452,0.041213481,0.018934993,0.037870794,0.015187473,0.02706019,0.020212216,0.013041351,0.015754668,0.014575035,0.017542576,0.329078827,0.016705347
Cab_101-14 MGT_4,Cab,101-14 MGT,4,1996,22.2,6.7,3.48,1.28,15,73.66666667,4.633333333,3.237410072,0.952124489,0.060589659,0.391345057,0.083856727,0.156813221,0.104443048,0.16692433,0.075515676,0.155391477,0.060807664,0.108100888,0.07907053,0.054334942,0.062332707,0.062831871,0.07039735,1.352358068,0.066332393,4.063570097,0.238874486,0.015126999,0.09533489,0.020928649,0.036044573,0.026513452,0.041213481,0.018934993,0.037870794,0.015187473,0.02706019,0.020212216,0.013041351,0.015754668,0.014575035,0.017542576,0.329078827,0.016705347
Cab_101-14 MGT_4,Cab,101-14 MGT,4,1997,21,7.1,3.5,1.56,20.66666667,134.6666667,1.8,11.48148148,0.952124489,0.060589659,0.391345057,0.083856727,0.156813221,0.104443048,0.16692433,0.075515676,0.155391477,0.060807664,0.108100888,0.07907053,0.054334942,0.062332707,0.062831871,0.07039735,1.352358068,0.066332393,4.063570097,0.238874486,0.015126999,0.09533489,0.020928649,0.036044573,0.026513452,0.041213481,0.018934993,0.037870794,0.015187473,0.02706019,0.020212216,0.013041351,0.015754668,0.014575035,0.017542576,0.329078827,0.016705347
Cab_101-14 MGT_4,Cab,101-14 MGT,4,1998,23.9,7,3.52,1.15,9.633333333,62.66666667,1.4,6.880952381,0.952124489,0.060589659,0.391345057,0.083856727,0.156813221,0.104443048,0.16692433,0.075515676,0.155391477,0.060807664,0.108100888,0.07907053,0.054334942,0.062332707,0.062831871,0.07039735,1.352358068,0.066332393,4.063570097,0.238874486,0.015126999,0.09533489,0.020928649,0.036044573,0.026513452,0.041213481,0.018934993,0.037870794,0.015187473,0.02706019,0.020212216,0.013041351,0.015754668,0.014575035,0.017542576,0.329078827,0.016705347
Cab_110 Richter_1,Cab,110 Richter,1,1995,22.4,7.3,3.32,1.18,18,107,1.1,16.36363636,0.714314253,0.048067608,0.590456403,0.068958873,0.27316371,0.076690801,0.135522471,0.094234277,0.155890288,0.112963627,0.16947192,0.101749692,0.195802831,0.099884765,0.103297465,0.110004648,2.040029837,0.089790402,5.180293871,0.138024334,0.009295489,0.114035725,0.013320997,0.052784191,0.014816569,0.026167438,0.018218621,0.030091847,0.021796035,0.032783372,0.019657717,0.037825171,0.019294935,0.019948275,0.021233113,0.39337497,0.0173312
Cab_110 Richter_1,Cab,110 Richter,1,1996,22.8,8.4,3.21,1.07,14.66666667,107,2.933333333,5,0.714314253,0.048067608,0.590456403,0.068958873,0.27316371,0.076690801,0.135522471,0.094234277,0.155890288,0.112963627,0.16947192,0.101749692,0.195802831,0.099884765,0.103297465,0.110004648,2.040029837,0.089790402,5.180293871,0.138024334,0.009295489,0.114035725,0.013320997,0.052784191,0.014816569,0.026167438,0.018218621,0.030091847,0.021796035,0.032783372,0.019657717,0.037825171,0.019294935,0.019948275,0.021233113,0.39337497,0.0173312
Cab_110 Richter_1,Cab,110 Richter,1,1999,23.4,8.9,3.22,1.267,13,141,1.266666667,10.26315789,0.714314253,0.048067608,0.590456403,0.068958873,0.27316371,0.076690801,0.135522471,0.094234277,0.155890288,0.112963627,0.16947192,0.101749692,0.195802831,0.099884765,0.103297465,0.110004648,2.040029837,0.089790402,5.180293871,0.138024334,0.009295489,0.114035725,0.013320997,0.052784191,0.014816569,0.026167438,0.018218621,0.030091847,0.021796035,0.032783372,0.019657717,0.037825171,0.019294935,0.019948275,0.021233113,0.39337497,0.0173312
Cab_110 Richter_1,Cab,110 Richter,1,1998,23.9,9.4,3.11,1.07,10.43333333,94,1.566666667,6.659574468,0.714314253,0.048067608,0.590456403,0.068958873,0.27316371,0.076690801,0.135522471,0.094234277,0.155890288,0.112963627,0.16947192,0.101749692,0.195802831,0.099884765,0.103297465,0.110004648,2.040029837,0.089790402,5.180293871,0.138024334,0.009295489,0.114035725,0.013320997,0.052784191,0.014816569,0.026167438,0.018218621,0.030091847,0.021796035,0.032783372,0.019657717,0.037825171,0.019294935,0.019948275,0.021233113,0.39337497,0.0173312
Cab_110 Richter_1,Cab,110 Richter,1,1997,22.6,7.1,3.41,1.39,19.66666667,140,1.766666667,11.13207547,0.714314253,0.048067608,0.590456403,0.068958873,0.27316371,0.076690801,0.135522471,0.094234277,0.155890288,0.112963627,0.16947192,0.101749692,0.195802831,0.099884765,0.103297465,0.110004648,2.040029837,0.089790402,5.180293871,0.138024334,0.009295489,0.114035725,0.013320997,0.052784191,0.014816569,0.026167438,0.018218621,0.030091847,0.021796035,0.032783372,0.019657717,0.037825171,0.019294935,0.019948275,0.021233113,0.39337497,0.0173312
Cab_110 Richter_2,Cab,110 Richter,2,1999,23,7.1,3.4,1.343,17,139,0.97,17.5257732,0.888165152,0.074890679,0.483366654,0.083057075,0.112632449,0.149926666,0.156423442,0.123680372,0.113472302,0.109510497,0.153796722,0.113937232,0.096315012,0.082813186,0.070156757,0.091553277,1.369754195,0.061947838,4.335399508,0.205756734,0.017338133,0.111812236,0.019336811,0.026418607,0.034045645,0.036124346,0.028702446,0.026309956,0.025220759,0.035478754,0.026503982,0.022495597,0.01948448,0.015904612,0.021074136,0.313548277,0.014444489
Cab_110 Richter_2,Cab,110 Richter,2,1995,22.2,6.6,3.5,1.1,13.66666667,105,0.863333333,15.83011583,0.888165152,0.074890679,0.483366654,0.083057075,0.112632449,0.149926666,0.156423442,0.123680372,0.113472302,0.109510497,0.153796722,0.113937232,0.096315012,0.082813186,0.070156757,0.091553277,1.369754195,0.061947838,4.335399508,0.205756734,0.017338133,0.111812236,0.019336811,0.026418607,0.034045645,0.036124346,0.028702446,0.026309956,0.025220759,0.035478754,0.026503982,0.022495597,0.01948448,0.015904612,0.021074136,0.313548277,0.014444489
