vine,scion,rootstock,row,block,slice,ring,width_cm
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,6,0.342361805
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,7,0.12208819
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,7,0.147002452
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,7,0.14729667
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,8,0.21011832
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,8,0.217092409
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,8,0.222648179
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,1,0.534078446
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,1,0.566837098
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,1,0.415405082
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,2,0.387453258
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,2,0.229091365
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,2,0.351864851
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,3,0.201535452
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,3,0.171969418
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,3,0.185574633
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,4,0.224225468
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,4,0.146843685
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,4,0.1917
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,5,0.208690438
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,5,0.165750402
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,5,0.20448
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,6,0.156714596
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,6,0.140016976
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,6,0.166417109
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,7,0.118807727
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,7,0.130190858
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,7,0.105663777
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,8,0.153413235
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,8,0.101582499
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,8,0.16641748
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,1,0.540140949
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,1,0.486856625
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,1,0.516634154
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,2,0.627630624
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,2,0.570743303
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,2,0.578018606
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,3,0.413580924
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,3,0.46370369
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,3,0.324603683
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,4,0.351728073
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,4,0.263589295
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,4,0.276957323
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,5,0.321832473
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,5,0.360867658
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,5,0.23687787
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,6,0.276228677
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,6,0.368350854
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,6,0.149465956
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,7,0.211819719
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,7,0.238115169
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,7,0.237239759
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,8,0.162376636
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,8,0.193025919
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,8,0.177179013
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,1,0.837835742
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,1,0.703105248
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,1,0.746204591
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,2,0.673663853
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,2,0.682359574
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,2,0.622222401
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,3,0.38008838
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,3,0.332732376
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,3,0.336742778
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,4,0.244031672
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,4,0.223640066
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,4,0.221598505
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,5,0.252819674
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,5,0.2921605
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,5,0.261581572
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,6,0.311507575
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,6,0.25761651
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,6,0.244540752
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,7,0.307385406
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,7,0.308730062
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,7,0.27094732
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,8,0.210349528
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,8,0.22176365
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,8,0.207793161
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,1,0.637526975
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,1,0.742778766
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,1,0.722621652
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,2,0.458279386
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,2,0.68711557
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,2,0.600405384
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,3,0.353570421
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,3,0.452596826
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,3,0.41140479
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,4,0.301209637
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,4,0.305298512
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,4,0.292711688
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,5,0.267476454
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,5,0.274034994
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,5,0.282099121
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,6,0.344112375
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,6,0.276999282
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,6,0.304600085
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,7,0.150067874
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,7,0.170511343
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,7,0.162787245
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,8,0.207387529
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,8,0.262089355
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,8,0.265316644
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,1,0.96443178
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,1,0.892943315
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,1,1.0317924
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,2,0.554787811
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,2,0.524124984
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,2,0.620358393
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,3,0.250049384
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,3,0.226602667
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,3,0.311025294
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,4,0.265268581
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,4,0.259447042
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,4,0.315595819
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,5,0.254595969
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,5,0.193922079
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,5,0.220430348
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,6,0.253383949
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,6,0.249038838
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,6,0.300779076
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,7,0.195318963
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,7,0.189145159
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,7,0.152920472
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,8,0.168862836
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,8,0.122542421
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,8,0.193724845
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,1,0.910276309
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,1,0.744501253
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,1,0.606107438
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,2,0.364277328
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,2,0.381535008
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,2,0.336573389
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,3,0.204727055
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,3,0.230144523
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,3,0.23855787
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,4,0.25319634
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,4,0.268473889
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,4,0.219446739
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,5,0.231629687
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,5,0.220554746
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,5,0.21726
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,6,0.264099703
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,6,0.19032489
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,6,0.221567736
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,7,0.148068854
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,7,0.150321292
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,7,0.167834045
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,8,0.122782407
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,8,0.118388714
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,8,0.123677384
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,1,1.002973962
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,1,0.826452306
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,1,0.810823879
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,2,0.354215803
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,2,0.367385816
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,2,0.349352496
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,3,0.209691247
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,3,0.183538074
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,3,0.200277084
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,4,0.191291572
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,4,0.199935224
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,4,0.200476309
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,5,0.146107138
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,5,0.136988925
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,5,0.127896579
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,6,0.136396488
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,6,0.155137486
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,6,0.162136971
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,7,0.074378027
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,7,0.10420479
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,7,0.11502
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,8,0.121307111
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,8,0.132141024
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,8,0.12353787
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,1,0.645018138
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,1,0.731096868
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,1,0.871037611
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,2,0.354908716
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,2,0.42500162
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,2,0.457405979
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,3,0.252299485
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,3,0.263650182
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,3,0.30821282
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,4,0.247517312
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,4,0.332351736
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,4,0.329212513
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,5,0.270544261
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,5,0.337263093
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,5,0.394418394
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,6,0.191771051
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,6,0.219223319
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,6,0.197368569
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,7,0.111614764
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,7,0.136318998
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,7,0.133852206
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,8,0.166494209
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,8,0.164054743
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,8,0.147242673
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,1,0.635418145
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,1,0.70247209
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,1,0.916328567
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,2,0.335487911
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,2,0.424111662
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,2,0.245685515
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,3,0.220136183
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,3,0.275687775
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,3,0.294477403
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,4,0.165457836
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,4,0.189803915
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,4,0.235536084
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,5,0.179778886
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,5,0.187485552
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,5,0.184243283
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,6,0.18960063
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,6,0.250542034
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,6,0.171255292
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,7,0.162831337
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,7,0.191439814
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,7,0.124328587
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,8,0.106514402
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,8,0.16378471
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,8,0.076916176
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,1,0.831859083
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,1,0.825058655
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,1,0.929621546
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,2,0.387824648
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,2,0.34528128
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,2,0.452482238
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,3,0.221595818
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,3,0.228352264
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,3,0.267553848
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,4,0.282935697
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,4,0.243158234
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,4,0.312032212
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,5,0.264124471
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,5,0.314521166
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,5,0.294819908
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,6,0.269661887
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,6,0.326288165
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,6,0.255694376
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,7,0.330667541
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,7,0.248198164
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,7,0.324018481
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,8,0.184082858
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,8,0.244753814
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,8,0.191238919
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,1,0.788464357
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,1,0.697852799
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,1,0.649258407
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,2,0.500132378
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,2,0.551702908
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,2,0.637537188
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,3,0.502847597
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,3,0.412222945
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,3,0.383418666
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,4,0.323739029
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,4,0.351209794
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,4,0.255673219
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,5,0.329948144
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,5,0.299628297
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,5,0.295318611
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,6,0.351030125
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,6,0.351986936
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,6,0.311680973
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,7,0.221256549
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,7,0.206175115
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,7,0.198718037
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,8,0.220861432
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,8,0.23205919
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,8,0.219231806
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,1,0.467805448
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,1,0.467958175
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,1,0.461111825
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,2,0.675311562
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,2,0.763986286
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,2,0.674881044
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,3,0.467639213
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,3,0.549872811
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,3,0.551077724
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,4,0.358374764
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,4,0.315352566
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,4,0.322992123
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,5,0.183949445
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,5,0.222432806
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,5,0.218539867
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,6,0.206775149
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,6,0.207885758
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,6,0.187151955
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,7,0.121366324
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,7,0.13073585
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,7,0.118683154
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,8,0.148281654
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,8,0.145215904
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,8,0.185997474
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,1,0.883071367
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 800,1,0.8799974
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 1309,1,1.063711744
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,2,0.508915224
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 800,2,0.521338095
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 1309,2,0.67261441
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,3,0.260456182
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 800,3,0.259130709
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 1309,3,0.307784993
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,4,0.287010293
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 800,4,0.310971208
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 1309,4,0.330664074
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,5,0.240031231
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 800,5,0.209479523
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 1309,5,0.271262987
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,6,0.312034975
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 800,6,0.244740434
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 1309,6,0.275980804
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,7,0.213529449
